,PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,Title,GrpSize,FareCat,AgeCat
876,877,0,3,male,0,0,S,Mr,Couple,0-10,16-32
877,878,0,3,male,0,0,S,Mr,Single,0-10,16-32
878,879,0,3,male,0,0,S,Mr,Single,0-10,16-32
879,880,1,1,female,0,1,C,Mrs,Couple,70-100,48-64
880,881,1,2,female,0,1,S,Mrs,Couple,25-40,16-32
881,882,0,3,male,0,0,S,Mr,Single,0-10,32-48
882,883,0,3,female,0,0,S,Miss,Single,10-25,16-32
883,884,0,2,male,0,0,S,Mr,Single,10-25,16-32
884,885,0,3,male,0,0,S,Mr,Single,0-10,16-32
885,886,0,3,female,0,5,Q,Mrs,Large Group,25-40,32-48
886,887,0,2,male,0,0,S,Rare Title,Single,10-25,16-32
887,888,1,1,female,0,0,S,Miss,Single,25-40,16-32
888,889,0,3,female,1,2,S,Miss,Groups,10-25,16-32
889,890,1,1,male,0,0,C,Mr,Single,25-40,16-32
890,891,0,3,male,0,0,Q,Mr,Single,0-10,16-32
